job,trace,sha256,episodes
position_x0_1_t4_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t4_first__libero_object_temp__task4__init1__first__l0p0__query_traces.parquet,17295fdf28ec9fc59e9b65c2f3dcc0c499f271695f2e03604934231bf72c4252,1
position_x0_1_t4_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t4_max_value__libero_object_temp__task4__init1__max_value__l0p0__query_traces.parquet,93bb5b6cd458cd80ef04f357c599b1127932a3c4cd2cc1e181fa89aaae968d66,1
position_x0_1_t4_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t4_winner__libero_object_temp__task4__init1__trajectory_medoid__l1p0__query_traces.parquet,fd039d9658ce48165f22c343e8ec9a9ed2f05240091daa20fabef900f598d322,1
position_x0_1_t5_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t5_first__libero_object_temp__task5__init1__first__l0p0__query_traces.parquet,99ffdc6601adfb6e409affa395b9250ddbaa7c314913d24b479bf98462027f41,1
position_x0_1_t5_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t5_max_value__libero_object_temp__task5__init1__max_value__l0p0__query_traces.parquet,d7f5c73246940a4909a5f5ad6cfdeb6875c28dddc11f6dd37db43db48354713a,1
position_x0_1_t5_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t5_winner__libero_object_temp__task5__init1__trajectory_medoid__l1p0__query_traces.parquet,d363aaa89c752aa2cabe4ef9cbf8ac8b29d7387b2019a7a9e9ec68e012c5d1cd,1
position_x0_1_t6_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t6_first__libero_object_temp__task6__init1__first__l0p0__query_traces.parquet,1d21367c5d38b8a7885fc87e9d046b900c162ec155f785b8e93074b08fed3552,1
position_x0_1_t6_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t6_max_value__libero_object_temp__task6__init1__max_value__l0p0__query_traces.parquet,3998c7c58a9f04c87e92925efd7bbfa05750b794f7cc4c04eb0fabb3b8330cc1,1
position_x0_1_t6_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t6_winner__libero_object_temp__task6__init1__trajectory_medoid__l1p0__query_traces.parquet,214974c86cd96eddba7369ab9d3d852129717f59df7a1080661fa0f42746e215,1
position_x0_1_t7_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t7_first__libero_object_temp__task7__init1__first__l0p0__query_traces.parquet,53df77411b240455dbd09b9759587df1f1ab8cad51556401494733a25ebef71d,1
position_x0_1_t7_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t7_max_value__libero_object_temp__task7__init1__max_value__l0p0__query_traces.parquet,4fe68e82522248a48bc254482d074588da22096e95e231e77f3e9f8191c3a094,1
position_x0_1_t7_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t7_winner__libero_object_temp__task7__init1__trajectory_medoid__l1p0__query_traces.parquet,6abf817719064b69abf30173abd9968c0c6e0cd1bec7271eb9006bffa8f98bf6,1
position_x0_1_t8_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t8_first__libero_object_temp__task8__init1__first__l0p0__query_traces.parquet,9db85e7e353731a5079ba3a575655062f311eafdbd0338634df7a99b17bac838,1
position_x0_1_t8_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t8_max_value__libero_object_temp__task8__init1__max_value__l0p0__query_traces.parquet,87d40e2bdb5aa6cbe2d6df08bc62c14a944c264190bddf2b7b441dce11bc96f8,1
position_x0_1_t8_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t8_winner__libero_object_temp__task8__init1__trajectory_medoid__l1p0__query_traces.parquet,bedd9c2e881b52bb22816b5532d50ffea36981da3ff01ccd72cd3048e5f27910,1
position_x0_1_t9_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t9_first__libero_object_temp__task9__init1__first__l0p0__query_traces.parquet,8480af0ac2a5eb974b5ec20a9f45559f831ce28bd065e18a14559259f5de9545,1
position_x0_1_t9_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t9_max_value__libero_object_temp__task9__init1__max_value__l0p0__query_traces.parquet,740864f9b60ff6397da9257c5fe5e04434ce619f99fc08ff863965f0308de6ed,1
position_x0_1_t9_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_1_t9_winner__libero_object_temp__task9__init1__trajectory_medoid__l1p0__query_traces.parquet,9dfb527fa17aed7cff9e90a2bcf2b2629c730cd9ad20c94a5ea73b6ab5837075,1
position_x0_2_t0_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t0_first__libero_object_temp__task0__init1__first__l0p0__query_traces.parquet,b3b04a3d125b0ff2383d1423448ab81cdc7ef01ef0dbfcfad2b6fceead3616fa,1
position_x0_2_t0_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t0_max_value__libero_object_temp__task0__init1__max_value__l0p0__query_traces.parquet,92a4bb1c254739737ff7d099e061e8674dd14c1478215b082bea5e7cda0ecaa9,1
position_x0_2_t0_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t0_winner__libero_object_temp__task0__init1__trajectory_medoid__l1p0__query_traces.parquet,ccc067cd265e938ef4ad78b77e10ac2fd42cc685e83d975b75924ea5db74f5d9,1
position_x0_2_t1_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t1_first__libero_object_temp__task1__init1__first__l0p0__query_traces.parquet,507fc8166b09e091e7f93037b258c59c00446994854a1470648ed8d672eda690,1
position_x0_2_t1_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t1_max_value__libero_object_temp__task1__init1__max_value__l0p0__query_traces.parquet,b319295dd5eca7a8101eef9c01ba039da886855bd1a81dd35aa801acd474ccd3,1
position_x0_2_t1_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t1_winner__libero_object_temp__task1__init1__trajectory_medoid__l1p0__query_traces.parquet,1938547aa12972f7ca334d9ffbc66874797193221966973d6a6b58c251f9dccb,1
position_x0_2_t2_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t2_first__libero_object_temp__task2__init1__first__l0p0__query_traces.parquet,906946fc797234ebb3c3dc4b92025e6d9f3eb8295e7c6dd5d716cf72368fe651,1
position_x0_2_t2_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t2_max_value__libero_object_temp__task2__init1__max_value__l0p0__query_traces.parquet,7904f10d6334e6d5d53038973137df582d845cc556e80e4ef37473f079365c79,1
position_x0_2_t2_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t2_winner__libero_object_temp__task2__init1__trajectory_medoid__l1p0__query_traces.parquet,e57688397969876b94c25e7168d09fdd43594cd755fd04a53423bf6bf31c5c89,1
position_x0_2_t3_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t3_first__libero_object_temp__task3__init1__first__l0p0__query_traces.parquet,61f73e7c4482b9165aa40641166308a0300d5c9f2d58ea0289dd115395e94262,1
position_x0_2_t3_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t3_max_value__libero_object_temp__task3__init1__max_value__l0p0__query_traces.parquet,8de4c62e711f59dd7c52b41480fb2ca523c8a9c62aac6699fccc6c949b78da11,1
position_x0_2_t3_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t3_winner__libero_object_temp__task3__init1__trajectory_medoid__l1p0__query_traces.parquet,927cb02a4edd50311453cd540befa812b7361f4f642f1171f953d6d776b54987,1
position_x0_2_t4_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t4_first__libero_object_temp__task4__init1__first__l0p0__query_traces.parquet,7793f25bf332e6621af9f6a47f7dfa1314c47d1977e7d3090d2c0286c44a90bb,1
position_x0_2_t4_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t4_max_value__libero_object_temp__task4__init1__max_value__l0p0__query_traces.parquet,79427d4b5bb88d4ef9eec9aee464a6b8f70ceab71ad61341708a1a941b828d06,1
position_x0_2_t4_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t4_winner__libero_object_temp__task4__init1__trajectory_medoid__l1p0__query_traces.parquet,7ad1fe2edee03c0f6ae79c4e84ebadbae575b03f650887d83b8c507245d25d6d,1
position_x0_2_t5_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t5_first__libero_object_temp__task5__init1__first__l0p0__query_traces.parquet,19db035afbae444131afe0d17a5bb7a383a5c3d91ce13e24166fdd7705d15aea,1
position_x0_2_t5_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t5_max_value__libero_object_temp__task5__init1__max_value__l0p0__query_traces.parquet,8ab7cd57deb04c621eafbdb63a88281add9b78824fc42998451160182e88dbf7,1
position_x0_2_t5_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t5_winner__libero_object_temp__task5__init1__trajectory_medoid__l1p0__query_traces.parquet,235af9f414199464f1b9ede1347a8afce51b08ce802c74983e2869f4760d241f,1
position_x0_2_t6_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t6_first__libero_object_temp__task6__init1__first__l0p0__query_traces.parquet,eb0bdf6c3cc688a4d5d42a24a73201c8bef83c3da28d4d5ed8c2e8a6b8a0a91b,1
position_x0_2_t6_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t6_max_value__libero_object_temp__task6__init1__max_value__l0p0__query_traces.parquet,bc00b996ae6a8a634b73aa28340dc328eff9f8e2cdc222b724c4a80241bf62da,1
position_x0_2_t6_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t6_winner__libero_object_temp__task6__init1__trajectory_medoid__l1p0__query_traces.parquet,5ab852901a72cc7af15b291ca78b85b12c4988676480858a9b06bded4efdad54,1
position_x0_2_t7_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t7_first__libero_object_temp__task7__init1__first__l0p0__query_traces.parquet,2efc08abf41a67e2fe46f80a58ca60792d9e8210cb0c57377eaa31a9f049046a,1
position_x0_2_t7_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t7_max_value__libero_object_temp__task7__init1__max_value__l0p0__query_traces.parquet,c52c1cbe526f5524c5ad50ea000edb6cc35a781fa439a9767210543d99f20125,1
position_x0_2_t7_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t7_winner__libero_object_temp__task7__init1__trajectory_medoid__l1p0__query_traces.parquet,cc356569d075a3642a55ca0f1977ac6c2d6eb5dc4cd71a1ac15f3fa389bdbafe,1
position_x0_2_t8_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t8_first__libero_object_temp__task8__init1__first__l0p0__query_traces.parquet,457a0a23e52eac349fe4a727aa691409378c93d3392ab8cc0f7f8b14ce4d6287,1
position_x0_2_t8_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t8_max_value__libero_object_temp__task8__init1__max_value__l0p0__query_traces.parquet,92b4199725a7e73b40e9b9693f49b6a9e5d020ecb7cc6470aa04d2fbfab0f04a,1
position_x0_2_t8_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t8_winner__libero_object_temp__task8__init1__trajectory_medoid__l1p0__query_traces.parquet,a03078304c9d14b44f272d15652ab56d56ebcc9ffa25e3473df18fe4db79aa69,1
position_x0_2_t9_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t9_first__libero_object_temp__task9__init1__first__l0p0__query_traces.parquet,9844bd72bafdf30a17f4783c9614026daeaf7c37b599dabdcd489102d3dec86b,1
position_x0_2_t9_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t9_max_value__libero_object_temp__task9__init1__max_value__l0p0__query_traces.parquet,efa66ba39c917dfd04efc9088c38a52f22d164470ec036dd38e2e0c15c7c2360,1
position_x0_2_t9_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_2_t9_winner__libero_object_temp__task9__init1__trajectory_medoid__l1p0__query_traces.parquet,5553ebc8fc4f1217a15bc695a9bd1f9492defc328bab4c5f82fc4cdc47c85fe6,1
position_x0_3_t0_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t0_first__libero_object_temp__task0__init1__first__l0p0__query_traces.parquet,d2ae5f64afa20f18633e68a1c690fc41738703bd752a95e434d55ec6fec44913,1
position_x0_3_t0_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t0_max_value__libero_object_temp__task0__init1__max_value__l0p0__query_traces.parquet,fccf8e21ef4a9ecd3dc0ae74e5eb45278ac32ef1aaf9b0bc85bfbbf2832e94c3,1
position_x0_3_t0_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t0_winner__libero_object_temp__task0__init1__trajectory_medoid__l1p0__query_traces.parquet,f1e9f0a06513d3a67f05a6bdaf4748768c5a97cd975841b7f0422e35a2aabb4b,1
position_x0_3_t1_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t1_first__libero_object_temp__task1__init1__first__l0p0__query_traces.parquet,3f44b29400bb88525fd3725d089c650a51f7e9f24d8d2369abc6bb24ff744072,1
position_x0_3_t1_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t1_max_value__libero_object_temp__task1__init1__max_value__l0p0__query_traces.parquet,c0f580ecc2cc221b925fdf7028c7740461aa4cb6a43602c7e0d5538bed3bee33,1
position_x0_3_t1_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t1_winner__libero_object_temp__task1__init1__trajectory_medoid__l1p0__query_traces.parquet,a85006b8293b85c63a73605e9ca0b7661f8f898bdcd5233d888036bbfd5e020d,1
position_x0_3_t2_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t2_first__libero_object_temp__task2__init1__first__l0p0__query_traces.parquet,050f6a8d228d70bf0abe8ef5853eeb814c0ad5fb58ebaa722c6b64cad3ec7aeb,1
position_x0_3_t2_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t2_max_value__libero_object_temp__task2__init1__max_value__l0p0__query_traces.parquet,0ed54980f4a479ab30de4de6e098bdca94f4153e3de8e42d29a7f0e533b98634,1
position_x0_3_t2_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t2_winner__libero_object_temp__task2__init1__trajectory_medoid__l1p0__query_traces.parquet,d728a6e9c03dd57b05ead3d149641bca5c57450480fbfac25aa64aa5900b4702,1
position_x0_3_t3_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t3_first__libero_object_temp__task3__init1__first__l0p0__query_traces.parquet,2edd382e9e42737cc82c2d3085af261b1b74cc3f543cb8ad8878290cb1ca0df5,1
position_x0_3_t3_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t3_max_value__libero_object_temp__task3__init1__max_value__l0p0__query_traces.parquet,2687f8de2e36056adeb0609a366b8a838d328f11e467cc8af4fe07614f88d018,1
position_x0_3_t3_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t3_winner__libero_object_temp__task3__init1__trajectory_medoid__l1p0__query_traces.parquet,b7f4e2f371132fdeccf7ad0085873da96292b72f542e378d26000f61959ec6e0,1
position_x0_3_t4_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t4_first__libero_object_temp__task4__init1__first__l0p0__query_traces.parquet,6a184028b627511925efe4a06742190ec103b556c35d1ff2e9b16e088d64e9f4,1
position_x0_3_t4_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t4_max_value__libero_object_temp__task4__init1__max_value__l0p0__query_traces.parquet,830772f2f8bd83fe20f810be843f81782ac166043f12cfe0f6beb8d070fd9659,1
position_x0_3_t4_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t4_winner__libero_object_temp__task4__init1__trajectory_medoid__l1p0__query_traces.parquet,c4c9551bebb5b8fb5324661fb955150988447cd6e42055e092d846e48b6184a9,1
position_x0_3_t5_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t5_first__libero_object_temp__task5__init1__first__l0p0__query_traces.parquet,ac9b22a05f0bfe31923ace1056d758b85b06aa2dc3c28a527626f1fba13ff1d5,1
position_x0_3_t5_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t5_max_value__libero_object_temp__task5__init1__max_value__l0p0__query_traces.parquet,07ee825377eb9cd1482dc10323957c67484627c762fd8c62442bf0e4bf5c7f09,1
position_x0_3_t5_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t5_winner__libero_object_temp__task5__init1__trajectory_medoid__l1p0__query_traces.parquet,390dc512c3d000e0a7eef77e9114e994dc914beacb68d2a7abfb81f640b8d4ed,1
position_x0_3_t6_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t6_first__libero_object_temp__task6__init1__first__l0p0__query_traces.parquet,1e031bf3e76d24f9f56855ae94c71269f9dba6b269f9b2c312d97748cc696533,1
position_x0_3_t6_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t6_max_value__libero_object_temp__task6__init1__max_value__l0p0__query_traces.parquet,dd303db240af42f310c83c58db420532a169696d198163f42a4adc00e4b9a624,1
position_x0_3_t6_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t6_winner__libero_object_temp__task6__init1__trajectory_medoid__l1p0__query_traces.parquet,05234b89f2fb0d23d5f41047e5fccb01c0d24d599b10051cb6d1a2751b46ecb0,1
position_x0_3_t7_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_x0_3_t7_first__libero_object_temp__task7__init1__first__l0p0__query_traces.parquet,17599f3bf833d0a4b9d735bb87997f5fad7a4875d708b06e394ca555671bd124,1
