analysis_snapshot_id,factor,case_id,independent_group,suite,task_id,task_description,init_state_id,query_idx,phase,candidates,outcome_heterogeneous,maxv_success,oracle_success,success_rescue,success_harm_possible,maxv_utility,oracle_utility,utility_rescue,source_run,source_path,campaign,all_candidates_fail,all_candidates_succeed
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2::libero_object_temp__task0__init0__rollout3__query8,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,8,transport,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p3::libero_object_temp__task0__init0__rollout2__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,False,False,False,False,False,0.0,0.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p3,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p3__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,True,False
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p3::libero_object_temp__task1__init0__rollout3__query11,Position,pro_object__position,Position|libero_object_temp|1|0,libero_object_temp,1,pick the cream cheese and place it in the basket,0,11,transport,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p3,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p3__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p5::libero_object_temp__task0__init0__rollout3__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,False,False,False,False,False,0.0,0.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p5,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p5__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,True,False
counterfactual_feedback_h32_pilot_20260827__object_h32::libero_object_object__task0__init0__rollout1__query0,Object,pro_object__object__h32,Object|libero_object_object|0|0,libero_object_object,0,pick the alphabet soup and place it in the basket,0,0,approach,6,True,True,True,False,True,3.0,3.0,False,counterfactual_feedback_h32_pilot_20260827__object_h32,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_h32_dense_relabel_20260827/runs/counterfactual_feedback_h32_pilot_20260827__object_h32__candidate_outcomes.parquet,counterfactual_feedback_h32_dense_relabel_20260827,False,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init0__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|6|0,libero_object_object,6,pick the butter and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init0__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|6|0,libero_object_object,6,pick the butter and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init1__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|6|1,libero_object_object,6,pick the butter and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init1__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|6|1,libero_object_object,6,pick the butter and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init2__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|6|2,libero_object_object,6,pick the butter and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init2__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|6|2,libero_object_object,6,pick the butter and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init3__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|6|3,libero_object_object,6,pick the butter and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init3__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|6|3,libero_object_object,6,pick the butter and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init4__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|6|4,libero_object_object,6,pick the butter and place it in the basket,4,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init4__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|6|4,libero_object_object,6,pick the butter and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task6,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task6__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init0__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|7|0,libero_object_object,7,pick the milk and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init0__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|7|0,libero_object_object,7,pick the milk and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init1__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|7|1,libero_object_object,7,pick the milk and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init1__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|7|1,libero_object_object,7,pick the milk and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init2__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|7|2,libero_object_object,7,pick the milk and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init2__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|7|2,libero_object_object,7,pick the milk and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init3__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|7|3,libero_object_object,7,pick the milk and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init3__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|7|3,libero_object_object,7,pick the milk and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init4__rollout0__query0,Object,terminal_critic_object_calibration,Object|libero_object_object|7|4,libero_object_object,7,pick the milk and place it in the basket,4,0,approach,8,True,True,True,False,True,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init4__rollout0__query3,Object,terminal_critic_object_calibration,Object|libero_object_object|7|4,libero_object_object,7,pick the milk and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_calibration_task7,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_calibration_task7__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init0__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|0|0,libero_object_object,0,pick the alphabet soup and place it in the basket,0,0,approach,8,True,False,True,True,False,0.0,3.0,True,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init0__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|0|0,libero_object_object,0,pick the alphabet soup and place it in the basket,0,3,grasp,8,False,False,False,False,False,0.0,0.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,True,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init1__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|0|1,libero_object_object,0,pick the alphabet soup and place it in the basket,1,0,approach,8,True,False,True,True,False,-1.0,3.0,True,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init1__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|0|1,libero_object_object,0,pick the alphabet soup and place it in the basket,1,3,grasp,8,True,False,True,True,False,0.0,3.0,True,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init2__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|0|2,libero_object_object,0,pick the alphabet soup and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init2__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|0|2,libero_object_object,0,pick the alphabet soup and place it in the basket,2,3,grasp,8,True,False,True,True,False,0.0,3.0,True,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init3__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|0|3,libero_object_object,0,pick the alphabet soup and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init3__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|0|3,libero_object_object,0,pick the alphabet soup and place it in the basket,3,3,grasp,8,True,True,True,False,True,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init4__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|0|4,libero_object_object,0,pick the alphabet soup and place it in the basket,4,0,approach,8,True,False,True,True,False,-1.0,3.0,True,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task0__init4__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|0|4,libero_object_object,0,pick the alphabet soup and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init0__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|1|0,libero_object_object,1,pick the cream cheese and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init0__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|1|0,libero_object_object,1,pick the cream cheese and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init1__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|1|1,libero_object_object,1,pick the cream cheese and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init1__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|1|1,libero_object_object,1,pick the cream cheese and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init2__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|1|2,libero_object_object,1,pick the cream cheese and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init2__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|1|2,libero_object_object,1,pick the cream cheese and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init3__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|1|3,libero_object_object,1,pick the cream cheese and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init3__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|1|3,libero_object_object,1,pick the cream cheese and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init4__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|1|4,libero_object_object,1,pick the cream cheese and place it in the basket,4,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task1__init4__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|1|4,libero_object_object,1,pick the cream cheese and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init0__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|2|0,libero_object_object,2,pick the salad dressing and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init0__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|2|0,libero_object_object,2,pick the salad dressing and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init1__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|2|1,libero_object_object,2,pick the salad dressing and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init1__rollout0__query3,Object,terminal_critic_object_development,Object|libero_object_object|2|1,libero_object_object,2,pick the salad dressing and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init2__rollout0__query0,Object,terminal_critic_object_development,Object|libero_object_object|2|2,libero_object_object,2,pick the salad dressing and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False,terminal_grounded_critic_20260829__development__object_development_tasks0_2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/terminal_grounded_critic_20260829__development/runs/terminal_grounded_critic_20260829__development__object_development_tasks0_2__candidate_outcomes.parquet,terminal_grounded_critic_20260829__development,False,True
